ISBN,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-972-556-824-8,Voltas e reviravoltas,"A partir de um incidente com skates que destruíram um banco de jardim, um grupo de jovens toma consciência de que tudo o que é da comunidade pertence a todos e todos são responsáveis pela sua preservação. Uma excelente lição de cidadania, reforçada por um glossário final clarificador de conceitos cívicos.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=570856&img=74001&res=100&thb=1&pag=1,"Magalhães, Ana Maria, pseud.;Alçada, Isabel, pseud., co-autor;Mantraste, pseud., il.","Lisboa : Assembleia República, 2023",Missão : Democracia. Cidadania ; 2,Literatura Portuguesa,087.5(5-10)
978-989-9071-84-1,Palmiras Pantaleões Malaquias,"Um dia, apareceram os Pantaleões. Eram um grupo excêntrico. Do pé para a mão, começaram a devorar a nossa comida e a entrar pelas nossas casas. E agora? Neste planeta, há confusões assim todos os dias. São estas visitas inesperadas que nos fazem sentir mal e sem forças. Estar doente pode ser assustador, mas Palmiras, Malaquias e Nicolaus juntam-se para nos defender![Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=572059&img=74713&res=100&thb=1&pag=1,"Sobral, Catarina, 1985-","Lisboa : Orfeu Negro, 2024",Orfeu mini,Literatura Portuguesa,087.5(5-10)
978-989-564-545-9,Animais inventores,...[Resumo da responsabilidade do Plano Nacional de Leitura 2027],http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=572381&img=74270&res=100&thb=1&pag=1,"Dorion, Christiane;Herba, Gosia, il.;Nazaré, Marta, trad.","Lisboa : Booksmile, 2022",,,087.5:59
978-989-35027-5-4,O livro do inverno,"No inverno, os habitantes da cidade saem de casa agasalhados e veem cair os primeiros flocos de neve. Uns perdem o autocarro, outros as chaves e a carteira e há até quem perca um papagaio. Começam as obras do jardim de infância e o Natal está à porta. Conseguirá o leitor descobrir estes e outros eventos nas páginas deste livro-formigueiro (wimmelbook)? Este é um dos quatro volumes da coleção dos livros das estações. O formato grande e cartonado, de cantos arredondados, adequa-se ao manuseamento autónomo por parte das crianças mais pequenas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=572467&img=77817&res=100&thb=1&pag=1,"Berner, Rotraut Susanne, 1948-","[S.l.] : Albana Lima, 2024",Livros formigueiro,Estórias sobre as estações do ano,087.5(0-5)
978-989-35027-4-7,O livro do outono,"No outono, os habitantes da cidade preparam-se para o concurso de abóboras e para o desfile de lanternas, que termina com um concerto no parque. É tempo de castanhas assadas, mas o Carlos e o Fred não têm mãos a medir com tantas folhas espalhadas pelo chão. Conseguirá o leitor descobrir estas e outras personagens nas páginas deste livro-formigueiro (wimmelbook)? Este é um dos quatro volumes da coleção dos livros das estações. O formato grande e cartonado, de cantos arredondados, adequa-se ao manuseamento autónomo por parte das crianças mais pequenas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=572525&img=77816&res=100&thb=1&pag=1,"Berner, Rotraut Susanne, 1948-","[S.l.] : Albana Lima, 2024",Livros formigueiro,Estórias sobre as estações do ano,087.5(0-5)
978-989-35027-2-3,O livro da primavera,"Na primavera, os habitantes da cidade aproveitam para fazer limpezas e arejar roupas de cama e tapetes. As árvores enchem-se de flores e os animais procuram o seu par. Até o Malhado arranjou uma companheira. O Manuel tem menos sorte e acaba por escorregar numa casca de banana, mas é assim que conhece a Elsa e o Falcão. Conseguirá o leitor encontrar estas e outras personagens em todas as páginas deste livro-formigueiro (wimmelbook)? Este é um dos quatro volumes da coleção dos livros das estações. O formato grande e cartonado, de cantos arredondados, adequa-se ao manuseamento autónomo por parte das crianças mais pequenas.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=572543&img=77815&res=100&thb=1&pag=1,"Berner, Rotraut Susanne, 1948-","[S.l.] : Albana Lima, 2024",Livros formigueiro,Estórias sobre as estações do ano,087.5(0-5)
978-972-556-829-3,"Fantasmas, bananas e avestruzes","Explicar o aparecimento e a necessidade de vivermos com leis na sociedade a que pertencemos foi um desafio superado pela autora. Com uma ilustração muito sugestiva, esta obra mostra aos jovens leitores a importância da existência de regras para o bom funcionamento de todas as instituições.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=572922&img=75016&res=100&thb=1&pag=1,"Sobral, Catarina, 1985-","Lisboa : Assembleia da República, 2023",Missão : Democracia. Lei ; 4,Literatura Portuguesa,087.5(5-10)
978-989-577-010-6,Tudo o que aconteceu antes de chegares,"Uma grande originalidade no discurso narrativo e na sua integração no contexto de uma gravidez. O narrador autodiegético - o pequeno irmão do nascituro - vai contando ao irmão que está na barriga da mãe o que se passa naquela casa e como todos estão a acompanhar o seu crescimento. A naturalidade da conversação, ainda que num único sentido, sobre o quotidiano daquela família, incluindo o cão. é marcante, com especial incidência nas preocupações e reflexões. A ilustração é muito original e integra-se perfeitamente na dinâmica do conto.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=573110&img=74269&res=100&thb=1&pag=1,"Frankel, Yael, 1967-;Basch, Sonia, il.;Mira, Rita 1973-, trad.","[S.l.] : Cultura, 2023",,Pré-leitores,087.5(5-10)
978-989-9071-78-0,Casa,"Uma viagem pelo mundo, entre a realidade e a fantasia, em busca das muitas formas de nos sentirmos em casa, pela premiada ilustradora Carson Ellis.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=573354&img=74486&res=100&thb=1&pag=1,"Ellis, Carson, 1975-;Berhan, João, trad.","Lisboa : Orfeu Negro, 2024",Orfeu Mini,Leitores iniciais,087.5(5-10)
978-989-9071-86-5,Quando é que a Hadda volta?,"Tudo lembra Hadda. As janelas abertas, os sapatos na entrada, as plantas na varanda, a roupa a secar. Hadda já partiu, mas continua a habitar os espaços que lhe pertenciam e que partilhou com quem amava. Um poema visual terno e sincero sobre a perda, a memória e a saudade.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=573543&img=77635&res=100&thb=1&pag=1,"Herbauts, Anne, 1975-;Cabral, Joana, 1976-, trad.","Lisboa : Orfeu Negro, 2024",Orfeu Mini,Literatura Belga,087.5(5-10)
978-989-9061-21-7,O sr. gato mágico,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]O Sr. Gato está sentado a ler na sua cadeira de baloiço, em casa, quando se lembra de fazer chá. Entre a ação e a deambulação, observa a paisagem exterior da janela de casa. E decide sair. A narrativa visual acompanha o protagonista numa aventura surpreendente, para a qual não há justificações ou respostas. Trata-se de uma banda desenhada sem palavras, plena de indícios que levam o leitor a questionar acontecimentos e atitudes, enquanto se espanta.",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=573844&img=74715&res=100&thb=1&pag=1,"Moreira, Henrique Coser, 1998-","Carcavelos : Planeta Tangerina, 2024",Mini micro,Literatura Brasileira,087.5(5-10)
978-989-787-874-9,Eu voto! : a minha escolha faz diferença,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]Com exemplos próximos do universo infantil - por exemplo, como escolher entre bolos e gelados ou decidir qual será o novo animal de estimação da turma? -, este livro explica os fundamentos da democracia e as implicações do voto. As ilustrações minimalistas complementam o texto contido, acrescentando apontamentos humorísticos. O livro inclui, no final, a definição de alguns conceitos e uma explicação resumida sobre o sistema político português.",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=574541&img=77975&res=100&thb=1&pag=1,"Shulman, Mark, 1962-;Bloch, Serge, 1956-, il.;Mendes, Rita Canas, 1984-, trad.","Lisboa : Fábula, 2024",,Literatura Americana,087.5(5-10)
978-989-23-6117-8,Quem me dera ser assim,"Os animais que ansiavam por dispor de outras capacidades que não as suas constatam que a felicidade está nos pequenos nadas com que nasceram. Ritmo narrativo interessante. Discurso acessível, com personagens da Natureza que as crianças conhecem no seu quotidiano.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=574544&img=75252&res=100&thb=1&pag=1,"Araújo, Rosário Alçada, 1973-;Francisco, Beatriz, 1998-, il.","Alfragide : Asa, 2021",Coelho branco,Literatura Portuguesa,087.5(5-10)
978-84-18972-18-8,Uma quinta,"Este livro, composto por 29 poemas em verso livre, descreve uma quinta e uma infância. Por entre campos, bosques e palheiros, sete primos correm e brincam livremente, maravilhando-se com as penas e os sons de pássaros diversos, com a tenacidade das galinhas ou com corridas de caracóis, enquanto construem caixas-ninho e esperam pela neve que nunca caiu. Sem ecrãs nem relógios, exploram a natureza e todas as suas possibilidades, convidando os leitores a conhecer e a estabelecer laços afetivos com o espaço que os rodeia, de modo a tornar-se imperativo preservá-lo. Numa edição cuidada e elegante, os poemas evocativos de uma infância livre, empática e inspiradora surgem lado a lado com as ilustrações expressivas e pormenorizadas de Alba Azaola, que acentuam a beleza dos espaços e dos seres que os habitam.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=574547&img=74907&res=100&thb=1&pag=1,"Nogués, Alex, 1976-;Azaola, Alba, 1984-, il.;Moreno, Maria João Teixeira, 1963-, trad.","Barcelona : Akiara Books, 2022",Akipoeta ; 4,Poesia Infantil,087.5(5-10)
978-989-9071-83-4,O camaleão que se achava feio,"Era uma vez um camaleão que se achava feio e que vivia muito infeliz. Não gostava dos seus olhos enormes. Não gostava do seu corpo, que mudava de cor a toda a hora. Não gostava das pernas curtas e muito menos daqueles cornichos na sua cabeça imóvel. Desejava ter a elegância da girafa, os belos olhos da gazela ou a longa juba do leão. Determinado a mudar o seu aspecto, certo dia o Camaleão procurou a poderosa feiticeira Sadio...[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=574559&img=74955&res=100&thb=1&pag=1,"Mbodj, Souleymane, 1955-;Attiogbé, Magali, 1980-, il.;Furtado, Ariana Helena, trad.","Lisboa : Orfeu Negro, 2024",Orfeu mini,Estórias sobre autoestima,087.5(5-10)
978-989-9071-85-8,A sopa da pedra,"Popular em vários lugares do mundo, a história da sopa da pedra fala-nos de encontros e de partilha. Um caldo apurado, feito por todos e com que todos se regalam.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=574749&img=75122&res=100&thb=1&pag=1,"Dzotap, Alain Serge, 1978-;Schoch, Irène, 1972-, il.;Afonso, Maria, 1980-, trad.","Lisboa : Orfeu Negro, 2024",Orfeu mini,Leitores fluentes,087.5(5-10)
978-989-749-178-8,Aquele Natal inteiro e limpo,"Para começar a história, o Natal aproxima-se e o meu avô não sabe que é Natal. Este podia ser um conto de Natal e ponto. Só que não. Partindo da ideia de esquecimento, esta criança, neta, filha, reconhece as qualidades do avô e, escutando pacientemente o silêncio e as palavras dele, decide ela própria ser o espírito do Natal. Este é um livro-celebração do primeiro Natal que foi um vulcão. Um dia inesquecível. Uma vitória. O povo na rua, a guerra no fim, o dia em festa. O dia do futuro... Este é um livro-vigília ao Natal com cinquenta anos contados pelos dedos de todos, todos. Este é um livro-convite a todas as filhas e netas e a todos os filhos e netos daquela madrugada.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=574919&img=75211&res=100&thb=1&pag=1,"Gardeazabal, José, pseud.;Matos, Susana, il.","Matosinhos : Kalandraka, 2023",,Literatura Portuguesa,087.5(5-10)
978-989-8205-76-6,O princípio,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=369140&img=11014&res=150&thb=1&pag=1,,,,,
978-989-9071-90-2,A terra das nuvens,"Um dia, deixou de haver água nos tanques. Onde andariam as nuvens? Há muito tempo que a Lobita não as via. Decidiu ir procurá-las. Subiu à Terra das Montanhas, desceu à Terra dos Cactos, procurou na Terra do Vidro e espreitou na Terra do Mar. Nada de nuvens. Até que, no dia seguinte, chegou a um sítio que não conhecia: a Terra das Nuvens! Será que mora lá alguém?[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=575004&img=77637&res=100&thb=1&pag=1,"Sitja Rubio, Cristina, 1980-","Lisboa : Orfeu Negro, 2024",,Literatura Venezuelana,087.5(5-10)
978-989-787-049-1,É só pele!,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]Texto informativo com uma acentuada carga pedagógica. Com rigor e fundamentação científica, esta obra oferece aos leitores uma clarificação do falso conceito de raça e proporciona uma perspectiva diacrónica do racismo e das consequências que essa distopia alimenta. Temos aqui a ciência ao serviço da informação de que crianças e jovens necessitam para superarem tendências geradoras de sofrimento e de violência absurda.",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=575284&img=77324&res=100&thb=1&pag=1,"Jablonski, Nina;McGee, Holly, co-autor;Gates Júnior, Henry Louis, pref.;Vermeulen, Karen, trad.;Pires, Telma, trad.","Lisboa : Booksmile, 2024",,,087.5:611
978-989-8868-26-8,O olharapo,"Contada em versos, esta é uma lengalenga mágica e misteriosa sobre o medo do escuro, das sombras e do papão. O Olharapo vai causar calafrios aos pequenos leitores, mas também risos e surpresas com o seu final inesperado.[Resumo da responsabilidade do Plano Nacional de Leitura 2027]",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467961&img=44451&res=150&thb=1&pag=1,"Davies, Benji, 1980-;Berhan, João, trad.","Lisboa : Orfeu Negro, 2018",Orfeu Mini,Leitores iniciais,087.5(5-10)
978-989-787-828-2,Agora e para sempre,"[Resumo da responsabilidade do Plano Nacional de Leitura 2027]Narrativa que se insere num processo de biblioterapia. A morte da mãe é um acontecimento traumático para qualquer criança; superar a perda passa muito pelo trabalho seguro e profundamente afectivo do pai ou de outro familiar próximo com o qual a criança se identifique. Este livro tem essa missão: ajuda a consolidar o luto e a minorar a dor. A qualidade discursiva e estética acentua elementos cruciais - memória, recomeço, família, amor, serenidade.",http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=575561&img=76001&res=100&thb=1&pag=1,"Lorenzoni, Chiara, 1971-;Somà, Marco, 1983-, il.;Madre Deus, Diogo, trad.","Lisboa : Nuvem de Letras, 2024",,Estórias sobre a Morte,087.5(5-10)
