ISBN,Idade,Título,Resumo,Imagem_Lisboa,Autor_Beja,Publicacao_Beja,Colecao_Beja,Assuntos_Beja,CDU_Beja
978-989-749-010-1,3-5,Luna Parque em pijarama : imagens que se animam como que por magia,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=394420&img=19286&res=150&thb=1&pag=1,"Leblond, Michaël, 1972-;Bertrand, Frédérique, 1969-, co-autor;Noronha, Ana M., trad.","Matosinhos : Kalandraka, 2013",,Pré-leitores,087.5(0-5)
978-989-554-934-4,3-5,Como tu,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=416938&img=26589&res=150&thb=1&pag=1,"Amaral, Ana Luísa, 1956-2022;Navarro, Elsa 1971-, il.","Vila do Conde : Booklândia, 2012",,Literatura Portuguesa,087.5(5-10)
978-972-24-1730-3,3-5,Há dias em que...,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=396372&img=20028&res=150&thb=1&pag=1,"Janisch, Heinz;Bansch, Helga, 1957-, il.","Lisboa : Livros Horizonte, 2012",,,087.5(5-10)
978-989-8145-44-4,3-5,Nunca vi uma bicicleta e os patos não me largam,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=367626&img=10592&res=150&thb=1&pag=1,"Martins, Isabel Minhós, 1974-;Matoso, Madalena, 1974-, il.","Carcavelos : Planeta Tangerina, 2012",,,087.5(0-5)
978-989-8327-21-5,3-5,A cantiga do urso,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=370567&img=11601&res=150&thb=1&pag=1,"Chaud, Benjamin, 1975-","Lisboa : Orfeu Negro, 2012",,,087.5(0-5)
978-989-8205-79-7,3-5,Como te sentes?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=375508&img=48818&res=150&thb=1&pag=1,"Browne, Anthony, 1946-","Matosinhos : Kalandraka, 2012",Livros para Sonhar,,087.5(0-5)
978-989-679-128-5,3-5,O jogo das combinações,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=418673&img=27404&res=150&thb=1&pag=1,"Tullet, Hervé, 1958-","Lisboa : Edicare, 2012",,,087.5(0-5)
978-972-23-4861-4,3-5,Pato! Coelho!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=392613&img=18757&res=150&thb=1&pag=1,"Rosentha, Amy Krouse, 1965-2017;Lichtenheld, Tom, il.","Barcarena : Presença, 2012",,,087.5(0-5)
978-989-8327-18-5,3-5,Sobe e desce,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=367841&img=10700&res=150&thb=1&pag=1,"Jeffers, Oliver, 1977-","Lisboa : Orfeu Negro, 2012",Orfeu Mini,,087.5(5-10)
978-989-8205-75-9,3-5,As quatro estações [de] Vivaldi,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=369539&img=11037&res=150&thb=1&pag=1,"Abad Varela, José António;Urberauga, Emilio 1954-, il.;Chang, Sarah, interp.","Matosinhos : Kalandraka, 2019",,,087.5(5-10)
978-972-576-606-4,3-5,"O meu papá é grande, é forte, mas...",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=373696&img=12047&res=150&thb=1&pag=1,,,,,
978-989-8327-15-4,3-5,Os animais estavam zangados,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=367842&img=10686&res=150&thb=1&pag=1,,,,,
978-989-8145-33-8,3-5,Ir e vir,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=367616&img=10590&res=150&thb=1&pag=1,"Martins, Isabel Minhós, 1974-;Carvalho, Bernardo Pego de, 1973-, il.","Carcavelos : Planeta Tangerina, 2012",,,087.5(5-10)
978-989-8205-81-0,3-5,Gatinho e a bola,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=369250&img=10924&res=150&thb=1&pag=1,"Rosell, Joel Franz, 1954-;Kitzing, Constanze V., 1980-, il.","Matosinhos : kalandraka, 2012",Livros para Sonhar,,087.5(5-10)
978-989-8205-89-6,3-5,Gatinho e a neve,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=381511&img=14923&res=150&thb=1&pag=1,"Rosell, Joel Franz, 1954-;Kitzing, Constanze V. , il.","Matosinhos : Kalandraka, 2012",Livros para Sonhar,,087.5(0-5)
978-989-8214-39-3,3-5,Era uma vez um cão,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=384306&img=15888&res=150&thb=1&pag=1,"Carvalho, Adélia, 1969-;Carvalho, João Vaz de 1958-, il.","Porto : Tcharan, 2012",,,087.5(0-5)
978-972-24-1232-2,3-5,Gente gira,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=380203&img=14354&res=150&thb=1&pag=1,"Soares, Luísa Ducla, 1939-;Leitão, Pedro, 1965-, il.","Lisboa : Horizonte, 2007",,Literatura Portuguesa,087.5(5-10)
978-989-679-127-8,3-5,O jogo dos olhos fechados,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=373800&img=16686&res=150&thb=1&pag=1,"Tullet, Hervé, 1958-","Lisboa : Edicare, 2012",,,087.5
978-972-24-1734-1,3-5,A senhora Frederica,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=383819&img=15699&res=150&thb=1&pag=1,"Janisch, Heinz;Bansch, Helga, 1957-, il.","Lisboa : Livroa Horizonte, 2012",,,087.5(0-5)
978-84-9871-341-1,3-5,O galo traganozes : a partir do conto tradicional,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=377834&img=13658&res=150&thb=1&pag=1,"Mezquita, Roberto;Carvalho, Bernardo Pego de, 1973-, il.","Pontevedra : OQO, 2012",O,,087.5(0-5)
978-989-95209-5-0,3-5,Yara-Iara,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=383431&img=15475&res=150&thb=1&pag=1,"Botelho, Margarida, 1979-;Campos, Mário Rainha, fotogr.","[S.l.] : Margarida Botelho, 2012",Poka Pokani,,087.5(5-10)
978-972-24-1736-5,3-5,Uma ida à pesca diferente...,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=383419&img=15477&res=150&thb=1&pag=1,"Itaya, Satoshi, 1969-;Baeta, Susana, trad.","Lisboa : Livros Horizonte, 2012",,Literatura Japonesa,087.5(0-5)
978-989-679-177-3,3-5,"Olá, sou o Blop!",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=377719&img=13594&res=150&thb=1&pag=1,"Tullet, Hervé, 1958-","Lisboa : Edicare, 2013",,,087.5
978-84-9871-338-1,3-5,As aventuras do ursinho,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=377874&img=13666&res=150&thb=1&pag=1,"Bansch, Helga, 1957-;Barroqueiro, Ângela, trad.","Pontevedra : OQO, 2012",O,,087.5(0-5)
978-989-8205-78-0,3-5,Um gorila : um livro para aprender a contar,,,"Browne, Anthony, 1946-;Noronha, Ana M., trad.","Matosinhos : Kalandraka, 2012",Livros para sonhar,,087.5
978-972-21-2587-1,3-5,O tesouro do palácio,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=378186&img=15538&res=150&thb=1&pag=1,"Saldanha, Ana, 1959-;Kono, Yara, 1972-, il.","Alfragide : Caminho, 2011",,,087.5(5-10)
978-989-8205-50-6,3-5,Grisela,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=352389&img=5740&res=150&thb=1&pag=1,"Vries, Anke de;Min, Willemien, il.","Matosinhos : Kalandraka, 2011",,Leitores iniciais,087.5(0-5)
978-972-26-3173-0,3-5,O coelhinho Afonso,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=348943&img=4720&res=150&thb=1&pag=1,"Soares, Luísa Ducla, 1939-;Wojciechowska, Danuta, 1960-, il.","Porto : Civilização, 2011",,,087.5(0-5)
978-989-8166-10-4,3-5,Isto ou aquilo?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=405651&img=23210&res=150&thb=1&pag=1,"Foll, Dobroslav","Figueira da Foz : Bruaá, 2011",,,087.5
978-989-8205-61-2,3-5,Crocodilo e girafa : uma família igual às outras,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=354404&img=6653&res=150&thb=1&pag=1,"Kulot, Daniela;Brandão, Maria Hermínia, trad.","Matosinhos : Kalandraka, 2011",Livros para sonhar,Pré-leitores,087.5(5-10)
978-972-24-1724-2,3-5,Outra vez!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=405447&img=23109&res=150&thb=1&pag=1,"Gravett, Emily, 1972-;Baeta, Susana, trad.","Lisboa : Horizonte, 2011",,Literatura Inglesa,087.5(0-5)
978-972-21-2445-4,3-5,O livro dos 100,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=373860&img=44620&res=150&thb=1&pag=1,"Sebe, Masayuki","Alfragide : Caminho, 2011",,,087.5(0-5)
978-972-26-1904-2,3-5,O ratinho marinheiro,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=390069&img=17868&res=150&thb=1&pag=1,"Soares, Luísa Ducla, 1939-;Lopes, Maria João, il.","Porto : Civilização, 2001",Obra Completa de Luísa Ducla Soares,Poesia Infantil,087.5(5-10)
978-972-24-1698-6,3-5,O lobo não morde!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=360759&img=8501&res=150&thb=1&pag=1,"Gravett, Emily, 1972-;Almeida, Carla Maia de, 1969-, trad.","Lisboa : Horizonte, 2011",,Literatura Inglesa,087.5(0-5)
978-972-24-1710-5,3-5,A princesa e a porquinha,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=374453&img=12336&res=150&thb=1&pag=1,"Emmett, Jonathan;Bernatene, Poly, il.","Lisboa : Horizonte, 2011",,,087.5(0-5)
978-989-8327-23-9,3-5,Presos,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=375506&img=12495&res=150&thb=1&pag=1,"Jeffers, Oliver, 1977-","Lisboa : Orfeu Negro, 2012",Orfeu mini,,087.5(5-10)
978-989-8145-32-1,3-5,Praia mar,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=355304&img=10129&res=150&thb=1&pag=1,,,,,
978-989-8205-70-4,3-5,Crictor,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=363007&img=9136&res=150&thb=1&pag=1,"Ungerer, Jean-Thomas, 1931-2019","Matosinhos : Kalandraka, 2011",Livros para sonhar,,087.5(0-5)
978-989-97029-2-9,3-5,Elefante em loja de porcelanas,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=373688&img=11976&res=150&thb=1&pag=1,"Carvalho, Adélia, 1969-;Loba, André da, 1979-, il.","Porto : Tcharan, 2011",,ODS 08 - Trabalho digno e crescimento económico,087.5(0-5)
978-972-662-847-7,3-5,O ambiente,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=371006&img=29575&res=150&thb=1&pag=1,"Barber, Nícola;Dewar, Nick, il.","Lisboa : Gradiva Júnior, 2011",Geração fixe ; 7,,087.5:502
978-989-97326-2-9,3-5,O que é o amor?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=370878&img=12357&res=150&thb=1&pag=1,,,,,
978-989-557-897-9,3-5,Ciclo do arroz,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=357860&img=7687&res=150&thb=1&pag=1,,,,,
978-989-97326-0-5,3-5,O meu balão vermelho,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=358020&img=7766&res=150&thb=1&pag=1,,,,,
978-989-8205-64-3,3-5,O artista que pintou um cavalo azul,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=358460&img=8509&res=150&thb=1&pag=1,"Carle, Eric, 1929-2021;Noronha, Ana Maria, trad.","Matosinho : Kalandraka, 2011",Livros para Sonhar,Literatura Americana,087.5(5-10)
978-972-24-1722-8,3-5,Lobo grande & lobo pequeno,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=367838&img=10702&res=150&thb=1&pag=1,"Brun-Cosme, Nadine, 1960-;Tallec, Olivier, 1970-, il.;Cabral, Joana, 1976-, trad.","Lisboa : Horizonte, 2011",,Literatura Francesa,087.5(0-5)
978-989-97240-0-6,3-5,O segredo da floresta,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=367782&img=10672&res=150&thb=1&pag=1,"Santos, Margarida Fonseca, 1960-;Nazareth, Carla, 1975-, il.","[Lisboa] : Genius y Meios, 2011",Cantastórias,,087.5(5-10)
978-989-8205-60-5,3-5,Adoro chocolate,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=363647&img=15478&res=150&thb=1&pag=1,,,,,
978-989-673-193-9,3-5,O caule sentinela,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=367104&img=12029&res=150&thb=1&pag=1,"Soares, Maria de Lourdes Tavares, 1942-;Lé, Elsa, 1968-, il.","Prior Velho : Paulinas, 2011",Mãos verdes,,087.5
978-989-8166-13-5,3-5,Esqueci-me como se chama : histórias e poemas de,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=365929&img=10650&res=150&thb=1&pag=1,"Harms, Daniil, pseud.;Viana, Gonçalo, 1974-, il.","Figueira da Foz : Bruaá, 2011",,Literatura Russa,087.5(0-5)
978-989-8267-20-7,3-5,"Gatos, lagartos e outros poemas",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=365792&img=9987&res=150&thb=1&pag=1,"Mésseder, João Pedro, pseud.;Bacelar, Manuela, 1943-, il.","Porto : Trampolim, 2011",,Poesia Infantil,087.5(5-10)
978-972-24-1741-9,3-5,"Não berres comigo, pai!",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=363571&img=10117&res=150&thb=1&pag=1,"Port, Moni 1968-;Weachter, Philip, 1968-, il.;Coutinho, Dalila, trad.","Lisboa : Livros Horizonte, 2011",,Literatura Alemã,087.5(5-10)
978-972-21-2443-0,3-5,Eu só : só eu,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=358493&img=8054&res=150&thb=1&pag=1,,,,,
978-989-8145-37-6,3-5,Grande coisa,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=360577&img=8526&res=150&thb=1&pag=1,,,,,
978-2-215-06951-5,3-5,Dicionário por imagens das invenções,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=364174&img=63791&res=100&thb=1&pag=1,"Simon, Philippe;Bouet, Marie-Laure, co-autor;Beaumont, Émilie, pseud., ed. lit.;Hus-David, Colette, il.","[Lisboa] : [Centralivros], 2004",Dicionário por imagens,Dicionários,087.5:62(03)
978-989-8327-04-8,3-5,O pequeno inventor,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=342995&img=5683&res=150&thb=1&pag=1,"Duk, Hyun;Cho Mi-Ae, il.","Lisboa : Orfeu Negro, 2010",Orfeu Mini,,087.5(0-5)
978-972-712-580-7,3-5,E tudo acontecia por magia...,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=441840&img=36049&res=150&thb=1&pag=1,"Gil, Renata, pseud.;Antunes, Rita, 1973-, il.","Alfragide : NovaGaia, 2010",Letras Nossas,,087.5(5-10)
978-972-659-378-2,3-5,Um dia especial com o meu papá!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=405496&img=23129&res=150&thb=1&pag=1,"Van Genechten, Guido, 1957-;Carvalho, Lucília, trad.","Vila Nova de Gaia : Educação Nacional, 2008",,,087.5(0-5)
978-972-24-1685-6,3-5,Quero a minha fralda,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=360798&img=13071&res=150&thb=1&pag=1,"Stewart, Amber;Marlow, Layn, il.;Pessoa, Manuela, trad.","Lisboa : Horizonte, 2010",,Literatura Inglesa,087.5(0-5)
978-972-21-2126-2,3-5,Vai chegar um bébé,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=360775&img=8511&res=150&thb=1&pag=1,,,,,
978-989-557-691-3,3-5,Brincar às escondidas e outras histórias da Mãe Natureza,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=334199&img=26013&res=150&thb=1&pag=1,,,,,
978-972-41-4893-9,3-5,"Onde estás tu, Pai Natal?",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=349730&img=4902&res=150&thb=1&pag=1,"Landa, Norbert, 1952-;Scharff-Kniemeyer, Marlis, il.","Porto : Asa, 2006",,,087.5(5-10)
978-972-41-4453-5,3-5,"Não te esqueças de mim, Pai Natal!",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=345351&img=3405&res=150&thb=1&pag=1,"Landa, Norbert, 1952-","Porto : Porto, 2005",,,087.5(5-10)
978-989-550-020-8,3-5,Grandes felinos,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=450941&img=39100&res=150&thb=1&pag=1,,,,,
978-972-41-4452-8,3-5,Tu é que és o Pai Natal?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=345350&img=3404&res=150&thb=1&pag=1,"Landa, Norbert, 1952-","Porto : Asa, 2005",,,087.5(5-10)
978-972-576-556-2,3-5,A formiga horripilante,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=341539&img=2254&res=150&thb=1&pag=1,"Pichon, Liz","Lisboa : Dinalivro, 2010",,Literatura Inglesa,087.5(5-10)
978-972-26-3171-6,3-5,Não tem graça!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=360756&img=8506&res=150&thb=1&pag=1,"Willis, Jeanne, 1959-;Reynolds, Adrian, il.","Porto : Civilização, 2011",,,087.5(0-5)
978-989-557-674-6,3-5,Ciclo do pão,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=467214&img=44242&res=150&thb=1&pag=1,,,,,
978-972-24-1682-5,3-5,Branquinha e o maior buraco da terra!,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=405512&img=23161&res=150&thb=1&pag=1,"Gay, Marie-Louise, 1952-","Lisboa : Horizonte, 2010",,,087.5(0-5)
978-989-97076-1-0,3-5,O meu amor,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=358439&img=7999&res=150&thb=1&pag=1,,,,,
978-989-97076-0-3,3-5,Depois do Natal,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=358435&img=7998&res=150&thb=1&pag=1,,,,,
978-972-712-590-6,3-5,Maria e Sebastião exploram a selva e aprendem a contar,,,"Rodrigues, Sara, 1978-;Resina, Cristiana, il.","Alfragide : NovaGaia, 2010",,,087.5(5-10)
978-972-8920-67-8,3-5,Eu,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=350052&img=7111&res=150&thb=1&pag=1,"Waechter, Philip, 1968-","Lisboa : Ana Paula Faria, 2010",,Literatura Alemã,087.5(0-5)
978-989-95696-0-7,3-5,Rondel de rImas para meninos e meninas,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=357946&img=7710&res=150&thb=1&pag=1,"Ribeiro, João Manuel, 1968-;Dias, Anabela, il.","Vila Nova de Gaia : Trinta por uma Linha, 2008",Rimas Traquinas,,087.5087.5(5-10)
978-989-8205-55-1,3-5,O que é preciso?,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=390094&img=17865&res=150&thb=1&pag=1,"Rodari, Gianni, 1920-1980;Bonanni, Silvia, il.;Ramos, Elisabete, 1976-, trad.","Matosinhos : Kalandraka, 2010",Livros para Sonhar,,087.5(5-10)
978-989-97029-0-5,3-5,A crocodila mandona,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=357729&img=7677&res=150&thb=1&pag=1,"Carvalho, Adélia, 1969-;Madureira, Marta, 1971-, ed. lit.;Nogueira, Carlos, 1971-, il.","Porto : Tcharan, 2010",,,087.5(5-10)
978-989-8166-07-4,3-5,Popville,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=383955&img=15736&res=150&thb=1&pag=1,,,,,
978-972-23-4399-2,3-5,O pequeno livro do bom comportamento,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=405522&img=71213&res=100&thb=1&pag=1,"Coirault, Christine;Coirault, Christine, il.","Queluz de Baixo : Presença, 2010",,,087.5(0-5)
978-972-710-248-8,3-5,Versos de fazer ó-ó,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=361311&img=8691&res=150&thb=1&pag=1,,,,,
978-972-41-2103-1,3-5,As mais belas histórias de Natal,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=347007&img=4028&res=150&thb=1&pag=1,"Duval, Marie;Jost, Alain, 1955-, co-autor;Busquets, Carlos, il.","Porto : Asa, 1999",,Pré-leitores,087.5(5-10)
978-972-8920-64-7,3-5,Ciência para meninos em poemas pequeninos,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=340389&img=1924&res=150&thb=1&pag=1,"Gouveia, Regina, 1945-;Gouveia, Nuno, 1973-, il.","Lisboa : Ana Paula Faria, 2009",,Poesia Infantil,087.5
978-989-8205-34-6,3-5,Ovelhinha dá-me lã,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=339508&img=2298&res=150&thb=1&pag=1,,,,,
978-972-21-2124-8,3-5,Sou o maior,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=352338&img=5716&res=150&thb=1&pag=1,"Cousins, Lucy, 1964-;Oliveira, José, trad.","Alfragide : Caminho, 2010",,,087.5(0-5)
978-989-8327-05-5,3-5,Leonardo o monstro terrível,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=352128&img=5729&res=150&thb=1&pag=1,"Willems, Mo;Lopes, Rui, trad.","Lisboa : Orfeu Negro, 2010",Orfeu Mini,,087.5(0-5)
978-972-24-1686-3,3-5,"Oh, não!",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=348977&img=4716&res=150&thb=1&pag=1,,,,,
978-972-47-4067-6,3-5,A zebra zezé,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&doc=343005&img=55776&res=100&thb=1&pag=1,"Ventura, A.;Faria, Alberto, 1976-, il.","Alfragide : Texto, 2010",,,087.5(5-10)
978-989-557-711-8,3-5,Desarrumar,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=344575&img=3192&res=150&thb=1&pag=1,"Santos, Margarida Fonseca, 1960-;Carmo, Inês do, 1968-, il.","Alfragide : Gailivro, 2010",Brincar com... : a Matemática,,087.5(5-10)
978-972-8985-11-0,3-5,A árvore que dava olhos,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=337634&img=26054&res=150&thb=1&pag=1,"Cotrim, João Paulo, 1965-2021;keil, Maria, 1914-2012, il.","Vila Nova de Gaia : Calendário, 2007",,Literatura Portuguesa,087.5(5-10)
978-989-8205-44-5,3-5,"Oh, as cores!",,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=341675&img=2308&res=150&thb=1&pag=1,"Luján, Nestor;Grobler, Piet 1959-, il.","Matosinhos : Kalandraka, 2010",Livros para sonhar,,087.5
978-972-24-1683-2,3-5,Numa noite muito escura,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=342916&img=25936&res=150&thb=1&pag=1,"Pescott, Simon","Lisboa : Livros Horizonte, 2010",,,087.5
972-8920-22-9,3-5,Quando a mãe grita...,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=257230&img=2219&res=150&thb=1&pag=1,,,,,
978-989-557-406-3,3-5,Vou morar no arco-íris,,http://catalogolxi.cm-lisboa.pt/images/winlibimg.aspx?skey=&/winlibimg.aspx?skey=&doc=415626&img=26014&res=150&thb=1&pag=1,,,,,
